"abbrev","category","term","p.value","adj.p.value","p.fdr"
"SLD","P","Cocaine1d",0.29097307135166,0.240919663045532,0.325198979799976
"SMT","TH","Cocaine1d",0.896527858459589,0.712781490828723,0.745979532867321
"SNc","MB","Cocaine1d",0.0989136977568781,0.0880160555961179,0.179797503945011
"SNr","MB","Cocaine1d",0.0738778005716664,0.0667076539317627,0.157984482997149
"SO","HY","Cocaine1d",0.0618606934496303,0.0556375467433762,0.147594047610901
"SOCl","P","Cocaine1d",0.11800314809124,0.105631204079994,0.19975801959682
"SOCm","P","Cocaine1d",0.359105469064354,0.289854342345731,0.368419252638349
"SPA","TH","Cocaine1d",0.944943073222549,0.640083572525211,0.677318350982357
"SPFm","TH","Cocaine1d",0.553740428988891,0.41098246098539,0.478644207611033
"SPFp","TH","Cocaine1d",0.213460645793404,0.180373506223041,0.270206585792948
"SSp-bfd1","CTXpl","Cocaine1d",0.0162356652109109,0.0154058685344859,0.0964760947569444
"SSp-bfd2/3","CTXpl","Cocaine1d",0.035840682242453,0.033289008532185,0.123919013739161
"SSp-bfd4","CTXpl","Cocaine1d",0.0536485620543968,0.0491114314168454,0.140474228704607
"SSp-bfd5","CTXpl","Cocaine1d",0.0283493525937899,0.0265214948847939,0.117865350578097
"SSp-bfd6a","CTXpl","Cocaine1d",0.0504546423238255,0.0462988718723559,0.137617152654077
"SSp-bfd6b","CTXpl","Cocaine1d",0.00692694954973339,0.00667841607128528,0.070540310733732
"SSp-ll1","CTXpl","Cocaine1d",0.0538369746564682,0.0492763001215115,0.140474228704607
"SSp-ll2/3","CTXpl","Cocaine1d",0.00932296408111379,0.00894478679944755,0.0727001820721056
"SSp-ll4","CTXpl","Cocaine1d",0.021588088147279,0.0203463674788887,0.107986185592235
"SSp-ll5","CTXpl","Cocaine1d",0.0454678124279454,0.0418856311486265,0.133335925823128
"SSp-ll6a","CTXpl","Cocaine1d",0.0352687256395542,0.0327734250742726,0.123919013739161
"SSp-ll6b","CTXpl","Cocaine1d",0.122420816830055,0.107613001034337,0.201510619583905
"SSp-m1","CTXpl","Cocaine1d",0.203709728600438,0.172791387709771,0.26402524042053
"SSp-m2/3","CTXpl","Cocaine1d",0.0468149669757646,0.0430809396934254,0.136007594734616
"SSp-m4","CTXpl","Cocaine1d",0.14310773732192,0.124560428715108,0.218140460716468
"SSp-m5","CTXpl","Cocaine1d",0.115052741847528,0.10151093492772,0.195885823429776
"SSp-m6a","CTXpl","Cocaine1d",0.117246409099952,0.103328478879407,0.198349140361475
"SSp-m6b","CTXpl","Cocaine1d",0.273351259628905,0.225929430845894,0.31328346608301
"SSp-n1","CTXpl","Cocaine1d",0.191097726391263,0.162913354297619,0.254011842210981
"SSp-n2/3","CTXpl","Cocaine1d",0.0159577168737576,0.0151491332841622,0.0964494819091662
"SSp-n4","CTXpl","Cocaine1d",0.00749082201242729,0.00721324599972961,0.070540310733732
"SSp-n5","CTXpl","Cocaine1d",0.000653948043542554,0.000644935391150403,0.0307956649274317
"SSp-n6a","CTXpl","Cocaine1d",0.00543590915517327,0.00525925829598473,0.065616292289608
"SSp-n6b","CTXpl","Cocaine1d",0.0900224053502859,0.0805053845272361,0.171804787091644
"SSp-tr1","CTXpl","Cocaine1d",0.133552934330472,0.116747775720741,0.212369763453919
"SSp-tr2/3","CTXpl","Cocaine1d",0.0373240989733838,0.0346199873513821,0.123919013739161
"SSp-tr4","CTXpl","Cocaine1d",0.0106409338236884,0.0101850054473652,0.0753486163237622
"SSp-tr5","CTXpl","Cocaine1d",0.00444874314383874,0.00431560293031663,0.0607260104703782
"SSp-tr6a","CTXpl","Cocaine1d",0.00909026727413505,0.00872526950694719,0.0724576728620397
"SSp-tr6b","CTXpl","Cocaine1d",0.0301728559941702,0.028175132626057,0.11827363366103
"SSp-ul1","CTXpl","Cocaine1d",0.243538265032591,0.203457271234761,0.297780373991106
"SSp-ul2/3","CTXpl","Cocaine1d",0.0293843300970782,0.0274607753964676,0.117865350578097
"SSp-ul4","CTXpl","Cocaine1d",0.0339669568817201,0.0316028717774961,0.123919013739161
"SSp-ul5","CTXpl","Cocaine1d",0.0177508036709005,0.0168104445065512,0.103482278924928
"SSp-ul6a","CTXpl","Cocaine1d",0.0373072781023267,0.0346050749990964,0.123919013739161
"SSp-ul6b","CTXpl","Cocaine1d",0.0805473364781386,0.0724343064801162,0.164944959847902
"SSs1","CTXpl","Cocaine1d",0.0326700282957099,0.0304316753582869,0.123919013739161
"SSs2/3","CTXpl","Cocaine1d",0.0962337297789399,0.0857581041502946,0.178041281442459
"SSs4","CTXpl","Cocaine1d",0.0552571122851311,0.0505240924090991,0.141913259560852
"SSs5","CTXpl","Cocaine1d",0.0369106625667377,0.0342480537652031,0.123919013739161
"SSs6a","CTXpl","Cocaine1d",0.0205079036630506,0.019352151629068,0.105607456032914
"SSs6b","CTXpl","Cocaine1d",0.0828794795810058,0.0744235417265907,0.164944959847902
"STN","HY","Cocaine1d",0.205150637616515,0.173913412290923,0.26468097010013
"SUB","HPF","Cocaine1d",0.0364127688529962,0.0338022973420223,0.123919013739161
"SubG","TH","Cocaine1d",0.260460411313814,0.216267025505594,0.309415744356318
"SUM","HY","Cocaine1d",0.141300009643004,0.121466896715149,0.214816456227718
"SUT","P","Cocaine1d",0.43422891698133,0.34343613617291,0.423128699044018
"TEa1","CTXpl","Cocaine1d",1.56521542621987e-06,1.56364925585351e-06,0.000597314015736039
"TEa2/3","CTXpl","Cocaine1d",0.0520474876028961,0.0477024930735074,0.138048123894544
"TEa4","CTXpl","Cocaine1d",0.119714026643452,0.10537368224753,0.19975801959682
"TEa5","CTXpl","Cocaine1d",0.0250299024202262,0.0234981648832668,0.112203737317599
"TEa6a","CTXpl","Cocaine1d",0.022211706856712,0.020918789879124,0.107986185592235
"TEa6b","CTXpl","Cocaine1d",0.0124918064318926,0.0119200839396584,0.0819608633424685
"TMd","HY","Cocaine1d",0.0871890361581735,0.0736747441312877,0.164944959847902
"TMv","HY","Cocaine1d",0.0118505591402794,0.0112225730491934,0.0808872246187146
"TR","OLF","Cocaine1d",0.0158404632316627,0.0150400114455022,0.0964494819091662
"TRN","P","Cocaine1d",0.514737727247973,0.389283889527658,0.458970511727053
"TRS","PAL","Cocaine1d",0.722230145310544,0.512771319488112,0.566123248683406
"TT","OLF","Cocaine1d",0.744288892371996,0.785025668679993,0.817111186473453
"TU","HY","Cocaine1d",0.00362819824740111,0.00350514593232021,0.058634685504192
"V","P","Cocaine1d",0.660337350288607,0.489717508296194,0.548598499029754
"VAL","TH","Cocaine1d",0.646912265317118,0.477978563805507,0.540200625365988
"VCO","MY","Cocaine1d",0.437291474149275,0.908306436196841,0.92280068783828
"VISal1","CTXpl","Cocaine1d",0.000471959180218063,0.000466211816841033,0.0262909748545217
"VISal2/3","CTXpl","Cocaine1d",0.104994980050933,0.0931225849147458,0.186245169829492
"VISal4","CTXpl","Cocaine1d",0.355944728275311,0.286164037847042,0.366827726367684
"VISal5","CTXpl","Cocaine1d",0.114690592286971,0.101209668802913,0.195885823429776
"VISal6a","CTXpl","Cocaine1d",0.367406593183777,0.294305438229391,0.372267143720621
"VISal6b","CTXpl","Cocaine1d",0.133309238890625,0.116565610142197,0.212369763453919
"VISam2/3","CTXpl","Cocaine1d",0.00388096521196009,0.00377089747972881,0.0600201182190169
"VISam4","CTXpl","Cocaine1d",0.010717202136023,0.0102568797089938,0.0753486163237622
"VISam5","CTXpl","Cocaine1d",0.00883225985497493,0.00848196532085532,0.0724576728620397
"VISam6a","CTXpl","Cocaine1d",0.00431976259507417,0.00419199419334493,0.0607260104703782
"VISam6b","CTXpl","Cocaine1d",0.0220171623302782,0.0207402460048397,0.107986185592235
"VISC1","CTXpl","Cocaine1d",0.0404524552996069,0.0374190061197418,0.126103874762937
"VISC2/3","CTXpl","Cocaine1d",0.291638311885522,0.239511294411983,0.325198979799976
"VISC4","CTXpl","Cocaine1d",0.148024934765666,0.128549740881812,0.219223218825233
"VISC5","CTXpl","Cocaine1d",0.0742165433420273,0.0669986550930319,0.157984482997149
"VISC6a","CTXpl","Cocaine1d",0.103687334254437,0.0920260947261845,0.185020885186329
"VISC6b","CTXpl","Cocaine1d",0.115079367473247,0.101532442510721,0.195885823429776
"VISl1","CTXpl","Cocaine1d",2.19092917472894e-05,2.18297838905368e-05,0.00277965914872835
"VISl2/3","CTXpl","Cocaine1d",0.0128988188432024,0.0123004024589927,0.0819608633424685
"VISl4","CTXpl","Cocaine1d",0.0238486837478591,0.0224183585944985,0.109792474142287
"VISl5","CTXpl","Cocaine1d",0.0180278508365676,0.0170664491420692,0.103482278924928
"VISl6a","CTXpl","Cocaine1d",0.138787619631788,0.121042378866849,0.214816456227718
"VISl6b","CTXpl","Cocaine1d",0.159040765347192,0.137437026985755,0.227077478911323
"VISp1","CTXpl","Cocaine1d",4.30623489381982e-05,4.28585974647788e-05,0.00409299605788638
"VISp2/3","CTXpl","Cocaine1d",0.00107090200959598,0.00105289567663669,0.0342785109095935
"VISp4","CTXpl","Cocaine1d",0.00250644284883364,0.00244702463051838,0.0491980741504222
"VISp5","CTXpl","Cocaine1d",0.00185831736640115,0.0018193038984845,0.0408808287777106
"VISp6a","CTXpl","Cocaine1d",0.0297428083240657,0.0277855701426902,0.117934308827863
"VISp6b","CTXpl","Cocaine1d",0.0644147503173885,0.0585230593624236,0.15312197723593
"VISpl1","CTXpl","Cocaine1d",4.76413563510139e-06,4.75680841771631e-06,0.000908550407783815
"VISpl2/3","CTXpl","Cocaine1d",0.00112839970410335,0.00111176063496565,0.0342785109095935
"VISpl4","CTXpl","Cocaine1d",0.0404371920023977,0.0376330935156408,0.126103874762937
"VISpl5","CTXpl","Cocaine1d",0.144028666642242,0.125309450837434,0.218140460716468
"VISpl6a","CTXpl","Cocaine1d",0.266895787307343,0.22110101105915,0.31281698601702
"VISpl6b","CTXpl","Cocaine1d",0.675939638684555,0.495529056487609,0.551872010432264
"VISpm1","CTXpl","Cocaine1d",0.00116776665132694,0.00112626642751712,0.0342785109095935
"VISpm2/3","CTXpl","Cocaine1d",0.00467519217721034,0.00453218124026766,0.0607260104703782
"VISpm4","CTXpl","Cocaine1d",0.0392801917713823,0.0363728496170932,0.124057397801157
"VISpm5","CTXpl","Cocaine1d",0.0719418693758859,0.0650405959667872,0.156053593107797
"VISpm6a","CTXpl","Cocaine1d",0.0719575222608569,0.0650541238057643,0.156053593107797
"VISpm6b","CTXpl","Cocaine1d",0.188625883841547,0.160973515994516,0.252015914384856
"VLPO","HY","Cocaine1d",0.0591601792412062,0.0524934139227495,0.143232029417788
"VM","TH","Cocaine1d",0.258586927314653,0.214853096187756,0.308548431367379
"VMH","HY","Cocaine1d",0.0433372634478323,0.0395486616474845,0.129988263686338
"VPL","TH","Cocaine1d",0.16133245833061,0.139281302457976,0.228349603171445
"VPM","TH","Cocaine1d",0.308770136068192,0.252114197024552,0.335566631579717
"VTA","MB","Cocaine1d",0.340071897177888,0.274809259366833,0.35828374429396
"VTN","MB","Cocaine1d",0.94443584953828,0.633434187712241,0.674016322301048
"ZI","HY","Cocaine1d",0.050413512328474,0.0462627312594329,0.137617152654077
"AAA","STR","Cocaine7d",0.00365941177702709,0.00355826221929401,0.0135092150947144
"ACAd1","CTXpl","Cocaine7d",0.907300691431964,0.627641462557925,0.655079340702533
"ACAd2/3","CTXpl","Cocaine7d",0.212704168130368,0.181195468346334,0.225461462242018
"ACAd5","CTXpl","Cocaine7d",0.0422431917929647,0.0390180248601164,0.0686861082790989
"ACAd6a","CTXpl","Cocaine7d",0.00533550418178171,0.00516329106968361,0.0171511059879925
"ACAd6b","CTXpl","Cocaine7d",0.00533117900425471,0.00515940715012642,0.0171511059879925
"ACAv1","CTXpl","Cocaine7d",0.703680223888708,0.516672643538618,0.551309915731151
"ACAv2/3","CTXpl","Cocaine7d",0.458288548829017,0.358201526209839,0.403637118029966
"ACAv5","CTXpl","Cocaine7d",0.212084654537007,0.176866733862063,0.221518335525601
"ACAv6a","CTXpl","Cocaine7d",0.0131930480808914,0.0125751645788138,0.0297740500558338
"ACAv6b","CTXpl","Cocaine7d",0.0045607000111416,0.00442277463182872,0.0155503187149839
"ACB","STR","Cocaine7d",0.000195758855694965,0.000194088863076258,0.00276398619256353
"AD","TH","Cocaine7d",3.48716633985451e-05,3.47213131429713e-05,0.000947395830043932
"ADP","HY","Cocaine7d",0.228681597702269,0.187910764422126,0.233058155874195
"AHN","HY","Cocaine7d",0.0603296425571597,0.0543197457228194,0.0864589286088209
"AIp1","CTXpl","Cocaine7d",0.0309672226314761,0.0288945264207708,0.0549139755857436
"AIp2/3","CTXpl","Cocaine7d",0.00968798959016736,0.00928875327361356,0.0248355835682371
"AIp5","CTXpl","Cocaine7d",0.00333959515977731,0.00325065463469487,0.0128015471180767
"AIp6a","CTXpl","Cocaine7d",0.00294133233897063,0.00286694995759218,0.0116507966361725
"AIv1","CTXpl","Cocaine7d",0.00837014066990961,0.00804550091661993,0.0227657877788801
"AIv2/3","CTXpl","Cocaine7d",0.0194998735056776,0.0184253670549797,0.0394523104720062
"AIv5","CTXpl","Cocaine7d",0.000890898870263699,0.000876977763527353,0.00604376021197051
"AIv6a","CTXpl","Cocaine7d",0.000511590131650347,0.000505177920643751,0.00428839923746473
"AM","TH","Cocaine7d",0.0558903111896936,0.0504900328305695,0.0824238997490494
"AOBgl","OLF","Cocaine7d",0.821104327487989,0.747498613277092,0.76553477284678
"AOBgr","OLF","Cocaine7d",0.14908186605242,0.126653402675191,0.168577002863843
"AOBmi","OLF","Cocaine7d",0.546643871569878,0.413071906270614,0.456777707489211
"AON","OLF","Cocaine7d",0.0137029234365301,0.0130511119936185,0.0305860416046765
"APN","MB","Cocaine7d",0.153144596872059,0.132690812366809,0.175390623958896
"ARH","HY","Cocaine7d",0.315899367823468,0.251612610025972,0.294834408067243
"ASO","HY","Cocaine7d",0.133372523879613,0.112708179663562,0.154317292585952
"AT","MB","Cocaine7d",0.895840361608756,0.598557639649866,0.628156643808376
"AUDd1","CTXpl","Cocaine7d",0.0123836776488997,0.0118185979413045,0.028461286976911
"AUDd2/3","CTXpl","Cocaine7d",0.067681538927825,0.06135913693325,0.0945128641471835
"AUDd4","CTXpl","Cocaine7d",0.00433972896649891,0.00421124693345321,0.0151763804582936
"AUDd5","CTXpl","Cocaine7d",0.000224016931986171,0.000222004683552046,0.00282064725610685
"AUDd6a","CTXpl","Cocaine7d",4.35898357454023e-06,4.35066321502475e-06,0.000237421906877065
"AUDd6b","CTXpl","Cocaine7d",2.2304293857268e-06,2.22714967901272e-06,0.000141795196230476
"AUDp1","CTXpl","Cocaine7d",0.0205888863658217,0.0195243670582778,0.0407557826025252
"AUDp2/3","CTXpl","Cocaine7d",0.121368409272437,0.10674369772217,0.148276700108614
"AUDp4","CTXpl","Cocaine7d",0.00190987267195464,0.00186935630756924,0.00939597512488748
"AUDp5","CTXpl","Cocaine7d",3.07203082646534e-05,3.05942240975687e-05,0.000898999508097789
"AUDp6a","CTXpl","Cocaine7d",1.71009985891353e-06,1.70782678621251e-06,0.000141795196230476
"AUDp6b","CTXpl","Cocaine7d",2.54739870300601e-07,2.54577975256076e-07,4.86243932739105e-05
"AUDpo1","CTXpl","Cocaine7d",0.00482551484974281,0.00469068884119461,0.0158570189144809
"AUDpo2/3","CTXpl","Cocaine7d",0.00342955004397617,0.00333706273182632,0.0130077343220169
"AUDpo4","CTXpl","Cocaine7d",0.000195335709995873,0.000193666766157952,0.00276398619256353
"AUDpo5","CTXpl","Cocaine7d",0.000124471888753888,0.000123582617160056,0.00224802665500674
"AUDpo6a","CTXpl","Cocaine7d",6.25054829861057e-06,6.23666455312755e-06,0.00029780073241184
"AUDpo6b","CTXpl","Cocaine7d",0.00188282723332647,0.00184305059702894,0.0093872710408674
"AUDv1","CTXpl","Cocaine7d",0.0740430516304474,0.0672712957149016,0.10279053985237
"AUDv2/3","CTXpl","Cocaine7d",0.20713180024906,0.175460038715142,0.221207045508859
"AUDv4","CTXpl","Cocaine7d",0.0160521020724925,0.0152368057111549,0.0340377765009426
"AUDv5","CTXpl","Cocaine7d",0.00123781247912362,0.00121576841198812,0.0070367202027191
"AUDv6a","CTXpl","Cocaine7d",0.000324663069225235,0.000321281011073538,0.00340914850639143
"AUDv6b","CTXpl","Cocaine7d",0.000671350959357272,0.000662001483408003,0.00495852091493838
"AV","TH","Cocaine7d",0.00884352753139171,0.00849271742257562,0.0235088264885789
"AVP","HY","Cocaine7d",0.419952100940393,0.320927895712421,0.36815152000644
"AVPV","HY","Cocaine7d",0.604037557693266,0.829412234205196,0.842647535814854
"B","P","Cocaine7d",0.0283131107600071,0.0258339046705658,0.0500941704779499
"BA","STR","Cocaine7d",0.0143074330875234,0.0136145886253151,0.0313265553907908
"BAC","PAL","Cocaine7d",0.0128066658144999,0.0118464519092378,0.028461286976911
"BLAa","CTXsp","Cocaine7d",0.00012320556452684,0.000122331304066692,0.00224802665500674
"BLAp","CTXsp","Cocaine7d",0.000204367842037829,0.000202595846575337,0.00276398619256353
"BLAv","CTXsp","Cocaine7d",0.0348814971363545,0.0324265554237577,0.0604241179115876
"BMA","CTXsp","Cocaine7d",0.00142311414077945,0.00139629583159495,0.00773021750245321
"BST","PAL","Cocaine7d",0.00620734347234925,0.0059498725863707,0.0190995909915429
"CA1","HPF","Cocaine7d",0.0413651318860187,0.0382344211469918,0.0678459297056441
"CA2","HPF","Cocaine7d",0.652043628020856,0.481095531343375,0.517685895699068
"CA3","HPF","Cocaine7d",0.0607372899697023,0.0553203708743012,0.087323891214806
"CEA","STR","Cocaine7d",0.010049127469808,0.0096287074843836,0.0250215391771057
"CL","TH","Cocaine7d",0.00977909761443187,0.00937476339679011,0.0248691640109293
"CLA","CTXsp","Cocaine7d",0.0125519495793175,0.0119763624170134,0.0285935652706195
"CLI","MB","Cocaine7d",0.22834068206351,0.956879609637674,0.959391104676093
"CM","TH","Cocaine7d",0.243197348569741,0.200989839473252,0.244516301524784
"COAa","OLF","Cocaine7d",0.0142524944391121,0.0135634936182514,0.0313265553907908
"COAp","OLF","Cocaine7d",0.000249539610655405,0.000247196188144505,0.00289427864482503
"CP","STR","Cocaine7d",0.0395048704381618,0.0365728089649672,0.0671927237915866
"CS","P","Cocaine7d",0.579467959988891,0.427089508004041,0.465106900569084
"CUN","MB","Cocaine7d",0.0502001869761158,0.0463659978673688,0.0768207913934557
"DG-mo","HPF","Cocaine7d",0.0601052465094704,0.0547676601430432,0.0868101501022511
"DG-po","HPF","Cocaine7d",0.00239302047498721,0.00233738180041987,0.0103823238111673
"DG-sg","HPF","Cocaine7d",0.0058208202256431,0.0056263042632051,0.0182139680385114
"DMH","HY","Cocaine7d",0.0023854853766913,0.00230705394590414,0.0103681718510045
"DP","OLF","Cocaine7d",0.206598599175662,0.17266957955629,0.219248021379564
"DTN","P","Cocaine7d",0.4797077466905,0.367981331273642,0.411020083469389
"ECT1","CTXpl","Cocaine7d",0.0769513876942088,0.0693479292593592,0.104381191126549
"ECT2/3","CTXpl","Cocaine7d",0.0402065480810469,0.0372010505489854,0.067670482427202
"ECT5","CTXpl","Cocaine7d",0.0011049731583532,0.00108617715297044,0.0065287239967937
"ECT6a","CTXpl","Cocaine7d",0.000701869419542623,0.00069191669326818,0.00508292647747009
"ECT6b","CTXpl","Cocaine7d",0.00400887438472995,0.00389395819383354,0.0144416701946059
"ENTl","HPF","Cocaine7d",0.002322631751558,0.00226926806215477,0.0103681718510045
"ENTm","HPF","Cocaine7d",0.0409980514927284,0.0379080158049069,0.0678459297056441
"ENTmv","HPF","Cocaine7d",0.00422687192397616,0.00410293001481843,0.014926850149149
"Epd","CTXsp","Cocaine7d",0.000537849950149191,0.000530994457257794,0.00437254901803814
"Epv","CTXsp","Cocaine7d",0.00115183156430608,0.00113189843972017,0.00665208006112469
"FC","HPF","Cocaine7d",0.105630501129209,0.0951699675041623,0.134647879950333
"FF","HY","Cocaine7d",0.207964014251283,0.176103051793887,0.221287387451529
"FRP1","CTXpl","Cocaine7d",0.885265334264094,0.73305534980713,0.754790144545346
"FRP2/3","CTXpl","Cocaine7d",0.723801634891662,0.527648078482964,0.561452830029226
"FS","STR","Cocaine7d",0.00166543846508406,0.00163198426716082,0.00856667403118429
"GPe","PAL","Cocaine7d",0.266271697554867,0.220626117299216,0.265864911067194
"GPi","PAL","Cocaine7d",0.238935240816848,0.199955109479951,0.244034670355723
"GU1","CTXpl","Cocaine7d",0.00796146620878912,0.00765904098387515,0.0221399969501723
"GU2/3","CTXpl","Cocaine7d",0.00796064448481806,0.00765830223688224,0.0221399969501723
"GU4","CTXpl","Cocaine7d",0.00203412955376119,0.00198986443823257,0.00956204452822679
"GU5","CTXpl","Cocaine7d",0.000544964167879845,0.000537983779706264,0.00437254901803814
"GU6a","CTXpl","Cocaine7d",0.00107700560795469,0.00105887360289669,0.00652402768236349
"GU6b","CTXpl","Cocaine7d",0.0118778417013183,0.0113454776000995,0.0282006963779039
"IA","STR","Cocaine7d",0.000569785410426853,0.000562348317027173,0.00447535535634125
"IAD","TH","Cocaine7d",0.0930820231171531,0.0820584296068004,0.118736061021961
"IC","MB","Cocaine7d",0.0157806040659728,0.0149845092860943,0.0338703109306983
"IGL","TH","Cocaine7d",0.203662534468819,0.172758257683897,0.219248021379564
"ILA2/3","CTXpl","Cocaine7d",0.572668863408874,0.426201316069429,0.465106900569084
"ILA5","CTXpl","Cocaine7d",0.12531506860859,0.108574122360633,0.149730378129104
"ILA6a","CTXpl","Cocaine7d",0.058306049121742,0.0531980706909573,0.0857454135187582
"ILA6b","CTXpl","Cocaine7d",0.00741431430040388,0.00708575935477462,0.0209826362288675
"INC","MB","Cocaine7d",0.24364429609272,0.19908133742509,0.243747022103796
"IPN","MB","Cocaine7d",0.840675511562447,0.738643927936875,0.758499947505071
"IV","MB","Cocaine7d",0.94564025652461,0.63905787317848,0.663369857484183
"LA","CTXsp","Cocaine7d",0.000813007762874446,0.000800780348481411,0.00566477950222035
"LD","TH","Cocaine7d",0.278890013443124,0.230063115190054,0.274637843758127
"LDT","P","Cocaine7d",0.025008068805409,0.023388632586365,0.0461731061249894
"LGd","TH","Cocaine7d",0.0401493188747998,0.0371496499459476,0.067670482427202
"LGv","TH","Cocaine7d",0.182664405275421,0.15626765083376,0.203041641559512
"LH","TH","Cocaine7d",0.287931704505929,0.233518892609277,0.277031729741441
"LHA","HY","Cocaine7d",0.00262856942009199,0.00256504429405113,0.0109244402409837
"LM","HY","Cocaine7d",0.941056345584896,0.636685406323122,0.662707970614258
"LP","TH","Cocaine7d",0.0506301394856749,0.0464544576227441,0.0768207913934557
"LPO","HY","Cocaine7d",0.0119029752076303,0.0113688671261707,0.0282006963779039
