"abbrev","category","term","p.value","adj.p.value","p.fdr"
"LSc","STR","Cocaine7d",0.0220687031033541,0.0205851866087627,0.042418917927873
"LSr","STR","Cocaine7d",0.100948486055121,0.088594629653727,0.126280404954193
"LSv","STR","Cocaine7d",0.0320861515401822,0.0295926352678529,0.055962310259009
"LT","MB","Cocaine7d",0.434804296933908,0.330832341452073,0.376752051158197
"MA","PAL","Cocaine7d",0.00367347504851264,0.00357180817949254,0.0135092150947144
"MD","TH","Cocaine7d",0.0814261459174396,0.0722874446798267,0.107866421358179
"MEA","STR","Cocaine7d",0.00021508486304413,0.000213181236141669,0.00280811145538336
"MEPO","HY","Cocaine7d",0.754001306844274,0.787218921928368,0.801913675137697
"MEV","MB","Cocaine7d",7.92258028087307e-06,7.90776316550446e-06,0.00030207655292227
"MG","TH","Cocaine7d",0.0466011867438456,0.0428919801875653,0.0724988337683627
"MH","TH","Cocaine7d",0.948756370697445,0.693300111046281,0.717725318210513
"MM","HY","Cocaine7d",0.482490462488439,0.362103590363454,0.40564097219601
"MOB","OLF","Cocaine7d",0.043126873277196,0.0400452216181419,0.0692184373671051
"MOp1","CTXpl","Cocaine7d",0.0132479103340609,0.0126266913849348,0.0297740500558338
"MOp2/3","CTXpl","Cocaine7d",0.00315368527344141,0.00307169456033274,0.0122227846046574
"MOp5","CTXpl","Cocaine7d",0.0185139060413783,0.0175158806923847,0.0384544047384539
"MOp6a","CTXpl","Cocaine7d",0.0395194278838664,0.0365866140017016,0.0671927237915866
"MOp6b","CTXpl","Cocaine7d",0.0202275548470272,0.01909607281499,0.0403022089244541
"MOs1","CTXpl","Cocaine7d",0.0529307379462687,0.0484798984771516,0.0794820653144718
"MOs2/3","CTXpl","Cocaine7d",0.0106197343730934,0.0101652040425287,0.0258873862949732
"MOs5","CTXpl","Cocaine7d",0.00766950268450435,0.00738250088161863,0.0216931948982947
"MOs6a","CTXpl","Cocaine7d",0.0123452526450551,0.0117824564887723,0.028461286976911
"MOs6b","CTXpl","Cocaine7d",0.0198294114065974,0.0187290355647156,0.0397471754762298
"MPN","HY","Cocaine7d",0.0312737919101646,0.0286744123868595,0.0547681276589017
"MPO","HY","Cocaine7d",0.0902527094497127,0.0796937373717681,0.115912050300338
"MPT","MB","Cocaine7d",0.815407299594985,0.56124474497649,0.592252741936517
"MRN","MB","Cocaine7d",0.0407203583471102,0.0376596643312114,0.0678459297056441
"MS","PAL","Cocaine7d",0.928045896051479,0.703296479920715,0.726106095485711
"NB","MB","Cocaine7d",0.00801368031856877,0.00770842825752072,0.0221399969501723
"ND","MB","Cocaine7d",0.849386347098618,0.584055338263032,0.614625727869086
"NDB","PAL","Cocaine7d",0.140225987493652,0.122216224760717,0.163812624065241
"NI","P","Cocaine7d",0.330586895137854,0.265020828962535,0.306781686859662
"NLL","P","Cocaine7d",0.0575529968162927,0.0528791404793535,0.0855925070470891
"NLOT1","OLF","Cocaine7d",0.0482304948058847,0.0438332086242411,0.0737633731033485
"NLOT3","OLF","Cocaine7d",0.012297792675494,0.0117385519107107,0.028461286976911
"NOT","MB","Cocaine7d",0.407594049992076,0.322442688305067,0.368781757283041
"NPC","MB","Cocaine7d",0.0704458024923035,0.0637495454057444,0.0978005074096159
"NTB","MY","Cocaine7d",0.529010177475363,0.399547334942094,0.443683377755465
"OP","MB","Cocaine7d",0.0250645927867615,0.0235297707350988,0.0461731061249894
"ORBl1","CTXpl","Cocaine7d",0.490744632890192,0.888002238928524,0.895031280397616
"ORBl2/3","CTXpl","Cocaine7d",0.177953387349604,0.152538890119385,0.198873228756331
"ORBl5","CTXpl","Cocaine7d",0.00266648009144778,0.00260163460069518,0.0109244402409837
"ORBl6a","CTXpl","Cocaine7d",0.00204726808025906,0.00200252241428833,0.00956204452822679
"ORBm1","CTXpl","Cocaine7d",0.592685364156991,0.844387987296313,0.855177413918241
"ORBm2/3","CTXpl","Cocaine7d",0.795556187169458,0.554472396945595,0.586727023914729
"ORBm5","CTXpl","Cocaine7d",0.258270447291531,0.211670660578483,0.256692674098351
"ORBm6a","CTXpl","Cocaine7d",0.0753774606665596,0.0679996616192182,0.103489524854746
"ORBvl1","CTXpl","Cocaine7d",0.768832300385036,0.549916344022,0.583522342823345
"ORBvl2/3","CTXpl","Cocaine7d",0.0955489811476303,0.0851811263822094,0.122789397275487
"ORBvl5","CTXpl","Cocaine7d",0.00261707519331856,0.00255387188042389,0.0109244402409837
"ORBvl6a","CTXpl","Cocaine7d",0.000932991435827108,0.000918143269023841,0.00604708153046737
"ORBvl6b","CTXpl","Cocaine7d",0.298182025083884,0.236728886874336,0.279970386334354
"OT","STR","Cocaine7d",0.00137038618041598,0.00134495000113966,0.00755545441816689
"PA","CTXsp","Cocaine7d",9.86013669891929e-05,9.79605278025319e-05,0.00220123068356278
"PAA","OLF","Cocaine7d",0.0282094158983363,0.0263945318884605,0.0509227837444036
"PAG","MB","Cocaine7d",0.0964699271119703,0.085956648181942,0.123441502276323
"PAR","HPF","Cocaine7d",0.0327934085873459,0.0305451125079931,0.057478980187455
"PB","P","Cocaine7d",0.00989976967421635,0.00952991089579114,0.0250204458871466
"PBG","MB","Cocaine7d",0.0163203125006781,0.0155624285730822,0.0345630681099849
"PCG","P","Cocaine7d",0.0158378093073482,0.0151960282010811,0.0340377765009426
"PCN","TH","Cocaine7d",0.137670670937307,0.118557263429331,0.160031359116624
"PD","HY","Cocaine7d",0.342268642673856,0.264450436581651,0.306781686859662
"PERI1","CTXpl","Cocaine7d",0.104555056927558,0.0927543515586686,0.131718075447626
"PERI2/3","CTXpl","Cocaine7d",0.00997886560851441,0.00956278821864764,0.0250204458871466
"PERI5","CTXpl","Cocaine7d",0.000587772680334238,0.000580013531262802,0.00452173814168143
"PERI6a","CTXpl","Cocaine7d",0.000280562468922848,0.000277805434265033,0.00303204788254979
"PERI6b","CTXpl","Cocaine7d",0.00167064963895584,0.00163708692218967,0.00856667403118429
"PF","TH","Cocaine7d",0.0229317815263121,0.0215794517369269,0.0440820885748988
"PG","P","Cocaine7d",0.209685458260668,0.175029789041707,0.221207045508859
"PH","HY","Cocaine7d",0.121680997647988,0.105616268955878,0.147246039201261
"PIR","OLF","Cocaine7d",0.000377236959843145,0.000373060812820292,0.00365408283326542
"PL1","CTXpl","Cocaine7d",0.573352659351243,0.846222676599726,0.855177413918241
"PL2/3","CTXpl","Cocaine7d",0.563544910747545,0.427362623297771,0.465106900569084
"PL5","CTXpl","Cocaine7d",0.097721798355265,0.0865896321693411,0.123884792092466
"PL6a","CTXpl","Cocaine7d",0.0618377753297477,0.0562797490756187,0.0884726919624953
"PL6b","CTXpl","Cocaine7d",0.043368923060904,0.0395762202490844,0.0690324937678092
"PMd","HY","Cocaine7d",0.182191423365216,0.152520690576346,0.198873228756331
"PMv","HY","Cocaine7d",0.199022178896286,0.160247548001526,0.206805957218185
"PO","TH","Cocaine7d",0.0815671992404724,0.0733062793633856,0.108961084501219
"POL","TH","Cocaine7d",0.055773653933751,0.0509792713700754,0.08286843261008
"POR","P","Cocaine7d",0.310925714133095,0.254949255178237,0.296922608164898
"POST","HPF","Cocaine7d",0.00234152176610179,0.00228755262311331,0.0103681718510045
"PP","TH","Cocaine7d",0.082335881594237,0.073963054086699,0.109511188608988
"PPN","MB","Cocaine7d",0.0437202835665646,0.0405812126818368,0.0695157993025186
"PPT","MB","Cocaine7d",0.110121717001333,0.0974072627135153,0.137304702422741
"PR","TH","Cocaine7d",0.643009031974069,0.465986031226873,0.50284368341431
"PRC","MB","Cocaine7d",0.529900993410598,0.39905289005395,0.443683377755465
"PRE","HPF","Cocaine7d",0.00150349745352085,0.00147452678039739,0.00804670328731147
"PRNr","P","Cocaine7d",0.138062236873551,0.120452469144834,0.162017053568051
"PS","HY","Cocaine7d",0.0239969148164045,0.0220313187754161,0.0445289088476664
"PST","HY","Cocaine7d",0.00154495983578374,0.00151486310480786,0.00815039022586765
"PSTN","HY","Cocaine7d",0.00718567207184259,0.00692391635569078,0.0209826362288675
"PSV","P","Cocaine7d",0.653352998037198,0.485460394862593,0.520915367521097
"PT","TH","Cocaine7d",0.136689287448695,0.116816157830774,0.158803460111587
"PVH","HY","Cocaine7d",0.12795777581228,0.109825362681329,0.150911109871467
"PVp","HY","Cocaine7d",0.148547168395987,0.126206898003307,0.168570052577843
"PVT","TH","Cocaine7d",0.575190130615956,0.424448030530337,0.465106900569084
"RCH","HY","Cocaine7d",0.428675273009866,0.332370265026996,0.376752051158197
"RE","TH","Cocaine7d",0.683965792547153,0.490416549323237,0.524759444934108
"RN","MB","Cocaine7d",0.190068298998597,0.162110286567998,0.207805803587165
"RPO","P","Cocaine7d",0.544655321719003,0.413730593694416,0.456777707489211
"RSPagl1","CTXpl","Cocaine7d",0.211478093068308,0.178687549565559,0.223067463836744
"RSPagl2/3","CTXpl","Cocaine7d",0.0237074933916794,0.0222846195814413,0.0445985616250195
"RSPagl5","CTXpl","Cocaine7d",0.0512365152042302,0.0469879894308998,0.0773681550112229
"RSPagl6a","CTXpl","Cocaine7d",0.0297977437686943,0.0278350781397357,0.0534321600471309
"RSPagl6b","CTXpl","Cocaine7d",0.0221548174299128,0.02065423752509,0.042418917927873
"RSPd1","CTXpl","Cocaine7d",0.116434626242196,0.101306290112286,0.142275745672401
"RSPd2/3","CTXpl","Cocaine7d",0.00258666808752754,0.00252448104817393,0.0109244402409837
"RSPd5","CTXpl","Cocaine7d",0.0143689422807059,0.0136718393780003,0.0313265553907908
"RSPd6a","CTXpl","Cocaine7d",0.0143938700427317,0.0136951171472829,0.0313265553907908
"RSPd6b","CTXpl","Cocaine7d",0.00652509220320723,0.0062965170502004,0.0195550366924923
"RSPv1","CTXpl","Cocaine7d",0.0593973534152158,0.0541402238897378,0.0864589286088209
"RSPv2/3","CTXpl","Cocaine7d",0.0667003389115824,0.06050732047379,0.0939585220365357
"RSPv5","CTXpl","Cocaine7d",0.0829154502970693,0.0744576800877597,0.109817891094688
"RSPv6a","CTXpl","Cocaine7d",0.0593743927102709,0.0541314529192893,0.0864589286088209
"RSPv6b","CTXpl","Cocaine7d",0.147442161690247,0.128080067758602,0.169883978763145
"RT","TH","Cocaine7d",0.570620927132015,0.430520557518329,0.467212650488641
"SAG","MB","Cocaine7d",0.016810347333839,0.0160194457271073,0.0353724177326879
"SBPV","HY","Cocaine7d",0.289488148915071,0.232684446852832,0.276901740491532
"SCdg","MB","Cocaine7d",0.0426407366285458,0.0393715063438624,0.068990437721814
"SCdw","MB","Cocaine7d",0.0415091970941558,0.0383631434984794,0.0678459297056441
"SCH","HY","Cocaine7d",0.419048481374159,0.903555355320199,0.908310909821884
"SCig","MB","Cocaine7d",0.00732017833266249,0.00705146559421788,0.0209826362288675
"SCiw","MB","Cocaine7d",0.00358213989419185,0.00348398933867944,0.0134432719936924
"SCop","MB","Cocaine7d",0.00298393826599684,0.00290804589397875,0.0116934055947356
"SCsg","MB","Cocaine7d",0.00136411969913316,0.0013388365783672,0.00755545441816689
"SF","STR","Cocaine7d",0.0196702354276124,0.0184053159165568,0.0394523104720062
"SGN","TH","Cocaine7d",0.0770126116258937,0.0694052946234119,0.104381191126549
"SI","PAL","Cocaine7d",0.00397734736803979,0.00386359372141298,0.0144416701946059
"SLC","P","Cocaine7d",0.0186948716744553,0.0178776776834054,0.0388026867901186
"SLD","P","Cocaine7d",0.00565371147209587,0.00548798281403473,0.0179180293586433
"SMT","TH","Cocaine7d",0.320417692475517,0.254882011400536,0.296922608164898
"SNc","MB","Cocaine7d",0.0204013766687429,0.0192556559347409,0.0404157174014891
"SNr","MB","Cocaine7d",0.0237182994243328,0.0222992808125098,0.0445985616250195
"SO","HY","Cocaine7d",0.409153755104904,0.31910601571847,0.367164150615829
"SOCl","P","Cocaine7d",0.27238003003357,0.22916628404387,0.274581882711513
"SOCm","P","Cocaine7d",0.418431712077798,0.33155536188696,0.376752051158197
"SPA","TH","Cocaine7d",0.235025922307858,0.194822273610643,0.23929938430632
"SPFm","TH","Cocaine7d",0.0908751586052595,0.0795942226687166,0.115912050300338
"SPFp","TH","Cocaine7d",0.197478114555713,0.167924724825185,0.214539280545888
"SSp-bfd1","CTXpl","Cocaine7d",0.00812850236691757,0.00781656287538435,0.0222830374507225
"SSp-bfd2/3","CTXpl","Cocaine7d",0.00202523157696759,0.00198123697122043,0.00956204452822679
"SSp-bfd4","CTXpl","Cocaine7d",0.00025543547116194,0.000253015499474984,0.00289427864482503
"SSp-bfd5","CTXpl","Cocaine7d",0.000916273032505686,0.000901817623252144,0.00604376021197051
"SSp-bfd6a","CTXpl","Cocaine7d",0.0144955405591232,0.0137897068516567,0.0313551667698385
"SSp-bfd6b","CTXpl","Cocaine7d",0.00929306142802705,0.00891671626123247,0.0243298972270772
"SSp-ll1","CTXpl","Cocaine7d",0.0261790620379612,0.0245460163429496,0.0478396849132998
"SSp-ll2/3","CTXpl","Cocaine7d",0.00219327587122234,0.00214403747427006,0.0101113866070514
"SSp-ll4","CTXpl","Cocaine7d",0.000414407759286418,0.00040964634059304,0.00378437598703431
"SSp-ll5","CTXpl","Cocaine7d",0.00457564137326164,0.00443713282705038,0.0155503187149839
"SSp-ll6a","CTXpl","Cocaine7d",0.0026672680442846,0.00260241901028668,0.0109244402409837
"SSp-ll6b","CTXpl","Cocaine7d",0.00969663744157787,0.00929709018392122,0.0248355835682371
"SSp-m1","CTXpl","Cocaine7d",0.0639106829255696,0.0580849951671518,0.0909363448928361
"SSp-m2/3","CTXpl","Cocaine7d",8.97116180608293e-05,8.91507020074345e-05,0.0021284730104275
"SSp-m4","CTXpl","Cocaine7d",0.00275221268623228,0.00268450881176008,0.0111465474575255
"SSp-m5","CTXpl","Cocaine7d",0.00482079176732174,0.00467175533914621,0.0158570189144809
"SSp-m6a","CTXpl","Cocaine7d",0.0674102731289854,0.0611216435641632,0.0945128641471835
"SSp-m6b","CTXpl","Cocaine7d",0.463560023931368,0.360607769205643,0.405153434813399
"SSp-n1","CTXpl","Cocaine7d",0.0116003443001076,0.0110853463283075,0.0280437238239302
"SSp-n2/3","CTXpl","Cocaine7d",2.38442955296654e-05,2.37558243688651e-05,0.000756227075742207
"SSp-n4","CTXpl","Cocaine7d",0.000361988542981446,0.000358049502067748,0.00359933973131262
"SSp-n5","CTXpl","Cocaine7d",0.000231002515461426,0.000228900693558409,0.00282064725610685
"SSp-n6a","CTXpl","Cocaine7d",0.00467015270086332,0.00452753034025777,0.0157228780907133
"SSp-n6b","CTXpl","Cocaine7d",0.277866696282007,0.229297436086316,0.274581882711513
"SSp-tr1","CTXpl","Cocaine7d",0.449790034848607,0.351264133241626,0.396990825142903
"SSp-tr2/3","CTXpl","Cocaine7d",0.0492350054271659,0.0452214256621737,0.0756639303943615
"SSp-tr4","CTXpl","Cocaine7d",0.000911189587322689,0.000896835408521479,0.00604376021197051
"SSp-tr5","CTXpl","Cocaine7d",0.000203599141426059,0.000201836963370838,0.00276398619256353
"SSp-tr6a","CTXpl","Cocaine7d",0.00111281936732831,0.00109381763297067,0.0065287239967937
"SSp-tr6b","CTXpl","Cocaine7d",0.006692890362226,0.00645608472108217,0.0198889061568822
"SSp-ul1","CTXpl","Cocaine7d",0.0433300722723387,0.039985808427112,0.0692184373671051
"SSp-ul2/3","CTXpl","Cocaine7d",0.000487007799103092,0.000481043223108824,0.0041763298006266
"SSp-ul4","CTXpl","Cocaine7d",0.000629985057111556,0.000621431888647384,0.00474773962926601
"SSp-ul5","CTXpl","Cocaine7d",0.00636892189137287,0.00614819504824948,0.0193997471522584
"SSp-ul6a","CTXpl","Cocaine7d",0.0465812900712644,0.0428730599008783,0.0724988337683627
"SSp-ul6b","CTXpl","Cocaine7d",0.130962957252774,0.114644514236637,0.156407872994269
"SSs1","CTXpl","Cocaine7d",0.0413025277067058,0.03817691369039,0.0678459297056441
"SSs2/3","CTXpl","Cocaine7d",0.0120985699460044,0.0115520935127533,0.028461286976911
"SSs4","CTXpl","Cocaine7d",0.000420950347829817,0.000416083223705344,0.00378437598703431
"SSs5","CTXpl","Cocaine7d",8.88171038987239e-05,8.82629998981699e-05,0.0021284730104275
"SSs6a","CTXpl","Cocaine7d",0.00104383196393521,0.00102643533526525,0.00645848708598185
"SSs6b","CTXpl","Cocaine7d",0.0769113014037878,0.069314495727467,0.104381191126549
"STN","HY","Cocaine7d",0.0195665399377133,0.0184868156400239,0.0394523104720062
"SUB","HPF","Cocaine7d",0.00902459024874262,0.0086634567733489,0.0238089243699229
"SubG","TH","Cocaine7d",0.910129636069707,0.627482487293119,0.655079340702533
"SUM","HY","Cocaine7d",0.0413920089407305,0.0378376583409363,0.0678459297056441
"SUT","P","Cocaine7d",0.185907251974208,0.160057198635484,0.206805957218185
"TEa1","CTXpl","Cocaine7d",0.00104661262255583,0.00103132908964632,0.00645848708598185
"TEa2/3","CTXpl","Cocaine7d",0.0493905518622113,0.0453587436133738,0.0756639303943615
"TEa4","CTXpl","Cocaine7d",0.021805918485011,0.0205467176759542,0.042418917927873
"TEa5","CTXpl","Cocaine7d",0.000971521259968431,0.000955822750325797,0.00618854729871956
"TEa6a","CTXpl","Cocaine7d",0.000260087984003834,0.000257605952680762,0.00289427864482503
"TEa6b","CTXpl","Cocaine7d",0.00041718432788292,0.000412381572260645,0.00378437598703431
"TMd","HY","Cocaine7d",0.60487442495047,0.427241038017464,0.465106900569084
"TMv","HY","Cocaine7d",0.171891274900943,0.145732168029254,0.191304770402664
"TR","OLF","Cocaine7d",0.0188916337662895,0.0178641668536101,0.0388026867901186
"TRN","P","Cocaine7d",0.259321946916979,0.212451307001699,0.256824048337497
"TRS","PAL","Cocaine7d",0.121442600984897,0.104581451979497,0.146337416322959
"TT","OLF","Cocaine7d",0.228296712955225,0.189199093369873,0.233896613810004
"TU","HY","Cocaine7d",0.081295813511555,0.0721724112628405,0.107866421358179
"V","P","Cocaine7d",0.0885413737709888,0.079803322588976,0.115912050300338
"VAL","TH","Cocaine7d",0.226755807148699,0.190634809862388,0.234911281830426
"VCO","MY","Cocaine7d",0.0344907168641931,0.997776211794797,0.997776211794797
"VISal1","CTXpl","Cocaine7d",0.00033701743361997,0.00033342844663653,0.0034424234220312
"VISal2/3","CTXpl","Cocaine7d",0.066362886722267,0.0602148309354559,0.0938859812952822
"VISal4","CTXpl","Cocaine7d",0.00734366359371875,0.00707382783481847,0.0209826362288675
"VISal5","CTXpl","Cocaine7d",0.000777714520448362,0.000766227339213832,0.00552261969018271
"VISal6a","CTXpl","Cocaine7d",0.00867359472542213,0.00833230721836009,0.0232331485942595
"VISal6b","CTXpl","Cocaine7d",0.00640750088783377,0.00618488805846995,0.0193997471522584
"VISam2/3","CTXpl","Cocaine7d",0.00231896940850443,0.00226561969955652,0.0103681718510045
"VISam4","CTXpl","Cocaine7d",0.00475754122852901,0.00461123533804475,0.0158570189144809
"VISam5","CTXpl","Cocaine7d",0.000433097631091679,0.00042803469233299,0.00380254075514424
"VISam6a","CTXpl","Cocaine7d",0.000110740485042948,0.000109987245773713,0.00224802665500674
"VISam6b","CTXpl","Cocaine7d",0.00562131256603961,0.00543612783463676,0.0179017313175107
"VISC1","CTXpl","Cocaine7d",0.0362194276213869,0.0336279128791679,0.0623585568924375
"VISC2/3","CTXpl","Cocaine7d",0.0251082608105958,0.0235700410847459,0.0461731061249894
"VISC4","CTXpl","Cocaine7d",0.0068254230223431,0.00658204446165689,0.0201147278748235
"VISC5","CTXpl","Cocaine7d",0.0028864059469318,0.00281396831712843,0.0115584505069146
"VISC6a","CTXpl","Cocaine7d",0.0101845935486077,0.00975622835384626,0.0251816164268194
"VISC6b","CTXpl","Cocaine7d",0.122157808951026,0.107394931544501,0.148640811050722
"VISl1","CTXpl","Cocaine7d",7.51086964654222e-06,7.49292403412483e-06,0.00030207655292227
"VISl2/3","CTXpl","Cocaine7d",0.00196492154472662,0.0019227392140394,0.00953878415276691
"VISl4","CTXpl","Cocaine7d",0.00013867831441385,0.000137647146028708,0.00234762233665292
"VISl5","CTXpl","Cocaine7d",0.000148629923144002,0.000147494597067199,0.00234762233665292
"VISl6a","CTXpl","Cocaine7d",0.00409170036453217,0.00397339294762344,0.0145945779422323
"VISl6b","CTXpl","Cocaine7d",0.0232295889154308,0.0218521986093821,0.0444018078126807
"VISp1","CTXpl","Cocaine7d",8.97379091994747e-06,8.95079876406246e-06,0.000310836829806533
"VISp2/3","CTXpl","Cocaine7d",0.000143499397478165,0.000142417393621308,0.00234762233665292
"VISp4","CTXpl","Cocaine7d",4.82045480130896e-07,4.81653164130513e-07,6.13305028992853e-05
"VISp5","CTXpl","Cocaine7d",1.45735695177215e-07,1.45661019135268e-07,4.86243932739105e-05
"VISp6a","CTXpl","Cocaine7d",0.000114533829454166,0.000113744704758556,0.00224802665500674
"VISp6b","CTXpl","Cocaine7d",0.00641892378674862,0.00619573076590452,0.0193997471522584
"VISpl1","CTXpl","Cocaine7d",2.2137076697309e-06,2.21121959198545e-06,0.000141795196230476
"VISpl2/3","CTXpl","Cocaine7d",0.00182135997172505,0.00178845139171002,0.00923227610315173
"VISpl4","CTXpl","Cocaine7d",0.0118170971073184,0.0113403486444065,0.0282006963779039
"VISpl5","CTXpl","Cocaine7d",0.00860715663118849,0.00826954067561692,0.0232276804271005
"VISpl6a","CTXpl","Cocaine7d",0.0103140081829719,0.00987812472664695,0.025325125138115
"VISpl6b","CTXpl","Cocaine7d",0.135363334766026,0.118247536401362,0.160031359116624
"VISpm1","CTXpl","Cocaine7d",0.0352343455117344,0.0315759534681183,0.0591275207099077
"VISpm2/3","CTXpl","Cocaine7d",0.0246603051021746,0.0231589668953864,0.0460766945522793
"VISpm4","CTXpl","Cocaine7d",0.0437364522773912,0.0403478056739602,0.0694273052587964
"VISpm5","CTXpl","Cocaine7d",0.00948997640231084,0.00910236496878603,0.0246603079296189
"VISpm6a","CTXpl","Cocaine7d",0.0045166055635537,0.00438063337633343,0.0155503187149839
"VISpm6b","CTXpl","Cocaine7d",0.04473982399283,0.0412399426512907,0.0703288307713976
"VLPO","HY","Cocaine7d",0.381120621340271,0.294679841868702,0.340083684573547
"VM","TH","Cocaine7d",0.293015151486429,0.240531911254354,0.283590092898652
"VMH","HY","Cocaine7d",0.0894769097218426,0.079044921565407,0.115912050300338
"VPL","TH","Cocaine7d",0.794541020819657,0.769945381384618,0.786414801307284
"VPM","TH","Cocaine7d",0.625860431240083,0.465075616024263,0.50284368341431
"VTA","MB","Cocaine7d",0.189300542938955,0.161505123531606,0.207727128582739
"VTN","MB","Cocaine7d",0.315484406316625,0.2509041081092,0.294834408067243
"ZI","HY","Cocaine7d",0.166202642741319,0.143177437024605,0.188599244632411
